material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-18T11:09:45,2023-12-20T00:00:00
Metallförpackningar,3,2023-12-18T17:30:39,2023-12-29T00:00:00
Pappersförpackningar,5,2023-12-19T08:44:35,2023-12-20T00:00:00
Tidningar,13,2023-12-07T07:46:02,
Plastförpackningar,16,2023-12-16T16:15:53,2023-12-21T00:00:00
Ofärgade glasförpackningar,18,2023-04-10T08:59:37,
Färgade glasförpackningar,19,2023-04-10T08:59:37,
