material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-22T12:07:19,2023-12-25T00:00:00
Metallförpackningar,3,2023-11-07T13:04:05,
Pappersförpackningar,5,2023-12-19T15:13:05,2023-12-26T00:00:00
Tidningar,13,2023-12-21T10:22:03,
Plastförpackningar,16,2023-12-19T20:39:58,2023-12-26T00:00:00
Ofärgade glasförpackningar,18,2023-11-19T14:02:22,
Färgade glasförpackningar,19,2023-11-19T14:02:22,
