material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T12:53:19,
Metallförpackningar,3,2023-11-22T10:09:38,
Pappersförpackningar,5,2023-12-26T08:49:08,
Tidningar,13,2023-10-23T11:36:25,
Plastförpackningar,16,2023-12-26T08:49:08,
Ofärgade glasförpackningar,18,2023-10-23T11:36:25,
Färgade glasförpackningar,19,2023-10-23T11:36:25,
