material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-22T09:32:19,2023-12-25T00:00:00
Metallförpackningar,3,2023-12-20T08:35:37,
Pappersförpackningar,5,2023-12-23T08:28:41,2023-12-26T00:00:00
Tidningar,13,2022-03-14T06:26:47,
Plastförpackningar,16,2023-12-18T09:13:02,2023-12-25T00:00:00
Ofärgade glasförpackningar,18,2023-12-23T07:43:23,
Färgade glasförpackningar,19,2023-12-23T07:43:23,
