material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T12:34:05,2023-12-29T00:00:00
Metallförpackningar,3,2023-12-28T12:06:03,
Pappersförpackningar,5,2023-12-28T08:44:40,2023-12-30T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-28T08:44:40,
Ofärgade glasförpackningar,18,2023-12-20T13:35:40,
Färgade glasförpackningar,19,2023-12-20T13:35:40,
