material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-12T13:16:57,2023-12-19T00:00:00
Metallförpackningar,3,2023-11-07T12:07:56,2023-12-19T00:00:00
Pappersförpackningar,5,2023-12-18T09:18:02,2023-12-22T00:00:00
Tidningar,13,2023-12-05T09:50:26,
Plastförpackningar,16,2023-12-18T09:18:02,2023-12-22T00:00:00
Ofärgade glasförpackningar,18,2023-10-26T12:09:03,
Färgade glasförpackningar,19,2023-10-26T12:09:03,
