material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-19T12:29:52,2023-12-22T00:00:00
Metallförpackningar,3,2023-11-30T09:27:55,
Pappersförpackningar,5,2023-12-21T10:58:24,2023-12-23T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-21T10:58:24,2023-12-28T00:00:00
Ofärgade glasförpackningar,18,2023-12-11T13:51:55,
Färgade glasförpackningar,19,2023-12-11T13:51:55,
