material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T10:51:35,
Metallförpackningar,3,2023-12-25T14:29:37,
Pappersförpackningar,5,2023-12-30T15:00:48,2023-12-31T00:00:00
Tidningar,13,2023-11-20T10:32:15,
Plastförpackningar,16,2023-12-30T09:12:50,2023-12-31T00:00:00
Ofärgade glasförpackningar,18,2023-12-16T14:40:00,
Färgade glasförpackningar,19,2023-12-16T14:40:00,
