material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-20T14:33:41,
Metallförpackningar,3,2023-12-22T13:32:49,
Pappersförpackningar,5,2023-12-28T13:50:54,2024-06-13T00:00:00
Tidningar,13,2023-09-12T13:10:38,
Plastförpackningar,16,2023-12-06T13:34:34,
Ofärgade glasförpackningar,18,2023-12-21T14:56:04,
Färgade glasförpackningar,19,2023-12-21T14:56:04,
