material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T13:28:15,
Metallförpackningar,3,2023-12-28T07:42:57,
Pappersförpackningar,5,2023-12-31T07:15:26,
Tidningar,13,2023-12-19T12:43:16,
Plastförpackningar,16,2023-12-31T10:12:36,
Ofärgade glasförpackningar,18,2023-12-30T11:47:46,
Färgade glasförpackningar,19,2023-12-30T11:47:46,
