material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-11-27T14:03:46,2023-12-01T00:00:00
Metallförpackningar,3,,
Pappersförpackningar,5,2022-09-13T07:41:41,
Tidningar,13,2022-10-31T09:59:09,
Plastförpackningar,16,2022-09-12T08:59:10,
Ofärgade glasförpackningar,18,2023-11-12T09:19:16,
Färgade glasförpackningar,19,2023-11-12T09:19:16,
