material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T10:48:20,
Metallförpackningar,3,2023-12-20T11:18:45,2024-06-05T00:00:00
Pappersförpackningar,5,2023-12-31T14:01:11,
Tidningar,13,2023-12-31T07:52:09,
Plastförpackningar,16,2023-12-29T11:05:01,
Ofärgade glasförpackningar,18,2023-09-05T08:52:02,
Färgade glasförpackningar,19,2023-09-05T08:52:02,
