material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T10:40:04,
Metallförpackningar,3,2023-12-17T12:59:23,
Pappersförpackningar,5,2023-12-29T10:49:39,2024-06-24T00:00:00
Tidningar,13,2023-12-19T08:02:52,
Plastförpackningar,16,2023-12-28T15:22:06,
Ofärgade glasförpackningar,18,2023-11-04T07:49:43,
Färgade glasförpackningar,19,2023-11-04T07:49:43,
