material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T11:09:30,
Metallförpackningar,3,2023-11-08T08:23:40,
Pappersförpackningar,5,2023-12-30T07:51:03,
Tidningar,13,2023-12-26T06:26:47,
Plastförpackningar,16,2023-12-29T10:05:28,2024-05-03T00:00:00
Ofärgade glasförpackningar,18,2023-11-22T09:55:28,
Färgade glasförpackningar,19,2023-11-22T09:55:28,
