material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-22T13:08:38,2023-12-27T00:00:00
Metallförpackningar,3,2023-11-01T08:07:13,2023-12-27T00:00:00
Pappersförpackningar,5,2023-12-18T08:58:57,2023-12-25T00:00:00
Tidningar,13,2023-03-06T16:39:15,
Plastförpackningar,16,2023-12-23T16:44:28,
Ofärgade glasförpackningar,18,2023-09-15T10:33:55,
Färgade glasförpackningar,19,2023-09-15T10:33:55,
