material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T22:04:34,
Metallförpackningar,3,2023-12-13T12:24:30,
Pappersförpackningar,5,2023-12-28T14:59:20,
Tidningar,13,,
Plastförpackningar,16,2023-12-25T14:34:36,
Ofärgade glasförpackningar,18,2023-12-06T16:12:15,
Färgade glasförpackningar,19,2023-12-06T16:12:15,
