material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T07:34:03,
Metallförpackningar,3,2023-12-29T10:08:25,
Pappersförpackningar,5,2023-12-29T15:06:28,2024-06-19T00:00:00
Tidningar,13,2023-12-21T07:38:52,
Plastförpackningar,16,2023-12-29T17:29:29,
Ofärgade glasförpackningar,18,2023-12-30T19:56:07,
Färgade glasförpackningar,19,2023-12-30T19:56:07,
