material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T12:41:28,
Metallförpackningar,3,2023-12-12T11:02:42,
Pappersförpackningar,5,2023-12-29T21:30:07,2023-12-30T00:00:00
Tidningar,13,2023-11-09T09:57:49,
Plastförpackningar,16,2023-12-29T21:30:07,2023-12-30T00:00:00
Ofärgade glasförpackningar,18,2023-04-07T18:11:09,
Färgade glasförpackningar,19,2023-04-07T18:11:09,
