material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T09:58:10,
Metallförpackningar,3,2023-12-21T16:05:16,
Pappersförpackningar,5,2023-12-29T10:10:37,2023-12-30T00:00:00
Tidningar,13,2023-12-28T10:00:38,
Plastförpackningar,16,2023-12-29T15:49:44,2023-12-30T00:00:00
Ofärgade glasförpackningar,18,2023-12-04T08:30:31,
Färgade glasförpackningar,19,2023-12-04T08:30:31,
