material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T07:31:19,
Metallförpackningar,3,2023-12-27T11:40:41,
Pappersförpackningar,5,2023-12-29T12:38:56,2024-06-10T00:00:00
Tidningar,13,2023-12-26T09:13:28,
Plastförpackningar,16,2023-12-29T08:09:43,
Ofärgade glasförpackningar,18,2023-12-29T08:40:39,
Färgade glasförpackningar,19,2023-12-29T08:40:39,
