material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-25T09:28:39,
Metallförpackningar,3,2023-12-29T14:34:32,
Pappersförpackningar,5,2023-12-29T08:13:11,2023-12-30T00:00:00
Tidningar,13,2023-10-17T09:49:50,
Plastförpackningar,16,2023-12-29T09:21:13,2023-12-31T00:00:00
Ofärgade glasförpackningar,18,2023-11-20T16:35:41,
Färgade glasförpackningar,19,2023-11-20T16:35:41,
