material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T07:55:42,
Metallförpackningar,3,2023-12-22T11:40:33,
Pappersförpackningar,5,2023-12-31T13:13:38,2024-05-07T00:00:00
Tidningar,13,2023-11-23T10:25:33,
Plastförpackningar,16,2023-12-30T18:37:32,
Ofärgade glasförpackningar,18,2023-12-07T18:18:50,
Färgade glasförpackningar,19,2023-12-07T18:18:50,
