material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-31T09:37:18,
Metallförpackningar,3,2023-12-25T10:23:50,
Pappersförpackningar,5,2023-12-31T16:50:51,
Tidningar,13,2023-12-27T15:19:28,
Plastförpackningar,16,2023-12-30T19:38:47,
Ofärgade glasförpackningar,18,2023-12-30T11:06:53,
Färgade glasförpackningar,19,2023-12-30T11:06:53,
