material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T13:36:16,
Metallförpackningar,3,2023-12-18T18:36:11,
Pappersförpackningar,5,2023-12-30T15:38:55,2023-12-31T00:00:00
Tidningar,13,2023-11-20T13:20:44,
Plastförpackningar,16,2023-12-30T10:24:24,2023-12-31T00:00:00
Ofärgade glasförpackningar,18,2023-12-06T14:12:54,
Färgade glasförpackningar,19,2023-12-06T14:12:54,
