material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-12-07T07:14:57,
Pappersförpackningar,5,2023-12-29T07:11:43,2024-05-03T00:00:00
Tidningar,13,2023-12-27T05:42:58,
Plastförpackningar,16,2023-12-20T09:17:03,
Ofärgade glasförpackningar,18,2023-12-19T11:07:18,
Färgade glasförpackningar,19,2023-12-19T11:07:18,
