material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-31T08:27:02,
Metallförpackningar,3,2023-12-06T13:28:32,
Pappersförpackningar,5,2023-12-30T12:07:54,2024-05-31T00:00:00
Tidningar,13,2023-12-08T18:00:45,
Plastförpackningar,16,2023-12-26T10:06:28,2024-05-28T00:00:00
Ofärgade glasförpackningar,18,2023-12-22T09:45:55,
Färgade glasförpackningar,19,2023-12-22T09:45:55,
