material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T16:14:07,
Metallförpackningar,3,2023-12-22T13:55:28,
Pappersförpackningar,5,2023-12-31T08:16:25,2024-06-16T00:00:00
Tidningar,13,2023-12-19T10:12:25,
Plastförpackningar,16,2023-12-31T15:26:07,2024-06-19T00:00:00
Ofärgade glasförpackningar,18,2023-12-21T14:24:46,
Färgade glasförpackningar,19,2023-12-21T14:24:46,
