material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T15:17:53,
Metallförpackningar,3,2023-10-04T15:50:21,
Pappersförpackningar,5,2023-12-30T16:40:00,
Tidningar,13,2023-12-07T09:33:36,
Plastförpackningar,16,2023-12-26T08:16:53,
Ofärgade glasförpackningar,18,2023-11-13T11:14:46,
Färgade glasförpackningar,19,2023-11-13T11:14:46,
