material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-26T15:45:30,2023-12-29T00:00:00
Metallförpackningar,3,2023-11-23T14:15:43,
Pappersförpackningar,5,2023-12-25T15:46:46,2023-12-27T00:00:00
Tidningar,13,2022-01-17T17:30:39,
Plastförpackningar,16,2023-12-26T14:33:58,2023-12-30T00:00:00
Ofärgade glasförpackningar,18,2023-12-19T14:56:45,
Färgade glasförpackningar,19,2023-12-19T14:56:45,
