material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-11-01T11:36:41,
Pappersförpackningar,5,2023-12-21T14:25:42,
Tidningar,13,2023-08-17T11:04:52,
Plastförpackningar,16,2023-12-27T08:20:10,
Ofärgade glasförpackningar,18,2023-03-30T13:31:04,
Färgade glasförpackningar,19,2023-03-30T13:31:04,
