material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-24T12:49:25,2023-12-28T00:00:00
Metallförpackningar,3,2023-09-13T14:35:49,
Pappersförpackningar,5,2023-12-23T10:29:49,2023-12-28T00:00:00
Tidningar,13,2023-12-07T08:52:39,
Plastförpackningar,16,2023-12-26T11:57:15,
Ofärgade glasförpackningar,18,2023-05-08T10:34:08,
Färgade glasförpackningar,19,2023-05-08T10:34:08,
