material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T09:16:20,
Metallförpackningar,3,2023-08-30T10:11:34,
Pappersförpackningar,5,2023-12-20T08:54:55,
Tidningar,13,2022-02-01T10:45:12,
Plastförpackningar,16,2023-12-28T11:10:41,
Ofärgade glasförpackningar,18,2023-05-03T18:38:02,
Färgade glasförpackningar,19,2023-05-03T18:38:02,
