material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T07:41:57,
Metallförpackningar,3,2023-11-28T11:48:04,
Pappersförpackningar,5,2023-12-28T09:50:44,2023-12-30T00:00:00
Tidningar,13,2023-12-19T15:26:50,
Plastförpackningar,16,2023-12-29T15:43:30,2023-12-31T00:00:00
Ofärgade glasförpackningar,18,2023-12-07T17:37:51,
Färgade glasförpackningar,19,2023-12-07T17:37:51,
