material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-25T10:01:23,
Metallförpackningar,3,2023-09-07T08:02:41,
Pappersförpackningar,5,2023-12-30T13:27:58,
Tidningar,13,,
Plastförpackningar,16,2023-12-25T13:48:59,
Ofärgade glasförpackningar,18,2023-12-14T14:49:44,
Färgade glasförpackningar,19,2023-12-14T14:49:44,
