material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-09-29T11:58:20,2023-11-29T00:00:00
Metallförpackningar,3,2023-08-22T09:01:04,
Pappersförpackningar,5,2023-11-20T11:01:04,2023-11-29T00:00:00
Tidningar,13,2023-09-22T09:54:20,
Plastförpackningar,16,2023-11-20T11:01:04,2023-11-29T00:00:00
Ofärgade glasförpackningar,18,2023-04-07T18:34:15,
Färgade glasförpackningar,19,2023-04-07T18:34:15,
