material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-31T08:50:56,
Metallförpackningar,3,2023-12-25T18:56:15,
Pappersförpackningar,5,2023-12-31T17:13:34,
Tidningar,13,2023-12-29T10:11:22,
Plastförpackningar,16,2023-12-31T15:59:11,
Ofärgade glasförpackningar,18,2023-12-29T08:36:09,
Färgade glasförpackningar,19,2023-12-29T08:36:09,
