material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-26T13:46:40,
Metallförpackningar,3,2023-12-21T09:11:51,
Pappersförpackningar,5,2023-12-29T15:26:39,2024-06-07T00:00:00
Tidningar,13,2022-12-27T10:41:32,
Plastförpackningar,16,2023-12-26T08:11:41,2024-06-11T00:00:00
Ofärgade glasförpackningar,18,2023-12-06T14:50:41,
Färgade glasförpackningar,19,2023-12-06T14:50:41,
