material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-12-20T11:57:29,
Pappersförpackningar,5,2023-12-19T09:14:46,
Tidningar,13,2023-12-12T08:48:34,
Plastförpackningar,16,2023-12-19T08:39:38,2024-05-07T00:00:00
Ofärgade glasförpackningar,18,2023-12-20T13:20:01,
Färgade glasförpackningar,19,2023-12-20T13:20:01,
