material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-15T14:24:52,2023-12-18T00:00:00
Metallförpackningar,3,2023-12-15T09:22:58,
Pappersförpackningar,5,2023-12-15T10:13:16,2023-12-19T00:00:00
Tidningar,13,2023-08-31T15:10:57,
Plastförpackningar,16,2023-12-12T16:37:47,2023-12-18T00:00:00
Ofärgade glasförpackningar,18,2023-11-27T10:32:38,
Färgade glasförpackningar,19,2023-11-27T10:32:38,
