material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T10:39:24,
Metallförpackningar,3,2023-12-05T12:57:35,
Pappersförpackningar,5,2023-12-18T12:56:04,2024-05-13T00:00:00
Tidningar,13,2023-06-27T14:20:03,
Plastförpackningar,16,2023-12-25T21:22:59,
Ofärgade glasförpackningar,18,2023-12-19T08:03:45,
Färgade glasförpackningar,19,2023-12-19T08:03:45,
