material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T13:15:23,2023-12-31T00:00:00
Metallförpackningar,3,2023-12-28T13:40:45,
Pappersförpackningar,5,2023-12-28T10:19:46,2023-12-30T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-28T10:19:46,
Ofärgade glasförpackningar,18,2023-12-21T07:48:29,
Färgade glasförpackningar,19,2023-12-21T07:48:29,
