material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T13:47:42,2024-06-05T00:00:00
Metallförpackningar,3,2023-12-26T13:06:19,
Pappersförpackningar,5,2023-12-31T16:09:54,2024-06-04T00:00:00
Tidningar,13,2023-12-28T10:51:27,
Plastförpackningar,16,2023-12-31T14:12:31,
Ofärgade glasförpackningar,18,2023-12-29T07:00:18,
Färgade glasförpackningar,19,2023-12-29T07:00:18,
