material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T08:23:11,2024-06-19T00:00:00
Metallförpackningar,3,2023-12-06T10:35:25,
Pappersförpackningar,5,2023-12-31T11:37:52,
Tidningar,13,2022-12-28T14:37:42,
Plastförpackningar,16,2023-12-28T17:30:49,
Ofärgade glasförpackningar,18,2023-12-23T12:22:39,
Färgade glasförpackningar,19,2023-12-23T12:22:39,
