material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T09:53:32,
Metallförpackningar,3,2023-11-06T18:02:19,
Pappersförpackningar,5,2023-12-31T13:33:45,
Tidningar,13,2023-12-25T08:24:24,
Plastförpackningar,16,2023-12-29T08:06:46,
Ofärgade glasförpackningar,18,2023-10-23T09:17:54,
Färgade glasförpackningar,19,2023-10-23T09:17:54,
