material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-26T19:00:32,2023-12-29T00:00:00
Metallförpackningar,3,2023-11-01T10:55:53,2023-12-27T00:00:00
Pappersförpackningar,5,2023-12-25T11:34:12,
Tidningar,13,2023-12-13T08:09:30,
Plastförpackningar,16,2023-12-25T14:57:55,
Ofärgade glasförpackningar,18,2023-10-04T14:55:15,
Färgade glasförpackningar,19,2023-10-04T14:55:15,
