material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-25T09:24:16,2023-12-28T00:00:00
Metallförpackningar,3,2023-12-13T13:17:00,
Pappersförpackningar,5,2023-12-27T15:18:43,2023-12-29T00:00:00
Tidningar,13,2023-07-27T10:11:28,
Plastförpackningar,16,2023-12-21T12:27:37,
Ofärgade glasförpackningar,18,2023-12-26T07:12:08,
Färgade glasförpackningar,19,2023-12-26T07:12:08,
