material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T11:23:13,2023-12-29T00:00:00
Metallförpackningar,3,2023-12-27T12:48:34,
Pappersförpackningar,5,2023-12-26T14:50:18,2023-12-29T00:00:00
Tidningar,13,2022-03-14T09:18:43,
Plastförpackningar,16,2023-12-21T12:22:53,2023-12-28T00:00:00
Ofärgade glasförpackningar,18,2023-12-18T10:36:13,
Färgade glasförpackningar,19,2023-12-18T10:36:13,
