material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-12-21T09:43:30,
Pappersförpackningar,5,2023-12-31T12:01:08,
Tidningar,13,2022-11-16T10:16:00,
Plastförpackningar,16,2023-12-25T07:00:22,
Ofärgade glasförpackningar,18,2023-12-28T09:49:58,
Färgade glasförpackningar,19,2023-12-28T09:49:58,
