material,materialid,senaktivitet,nastaaktivitet
Städning,0,,
Metallförpackningar,3,2023-12-20T12:08:33,
Pappersförpackningar,5,2023-12-31T08:24:10,
Tidningar,13,2023-11-22T07:54:27,
Plastförpackningar,16,2023-12-29T10:54:28,
Ofärgade glasförpackningar,18,2023-12-20T11:49:40,
Färgade glasförpackningar,19,2023-12-20T11:49:40,
