material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-26T07:21:09,2023-12-28T00:00:00
Metallförpackningar,3,2023-12-12T12:56:13,
Pappersförpackningar,5,2023-12-25T10:07:00,2023-12-27T00:00:00
Tidningar,13,2023-12-18T11:29:21,
Plastförpackningar,16,2023-12-21T07:30:39,2023-12-28T00:00:00
Ofärgade glasförpackningar,18,2023-08-01T19:17:50,
Färgade glasförpackningar,19,2023-08-01T19:17:50,
