material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-27T09:14:35,
Metallförpackningar,3,2023-12-19T09:17:28,
Pappersförpackningar,5,2023-12-30T15:40:14,
Tidningar,13,2023-12-26T09:59:13,
Plastförpackningar,16,2023-12-30T15:40:14,2024-05-30T00:00:00
Ofärgade glasförpackningar,18,2023-12-28T16:09:00,
Färgade glasförpackningar,19,2023-12-28T16:09:00,
