material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-21T14:12:07,2023-12-27T00:00:00
Metallförpackningar,3,2023-12-13T11:26:38,
Pappersförpackningar,5,2023-12-26T14:41:05,2023-12-29T00:00:00
Tidningar,13,2023-09-28T08:54:29,
Plastförpackningar,16,2023-12-26T14:41:05,
Ofärgade glasförpackningar,18,2023-12-21T13:45:34,
Färgade glasförpackningar,19,2023-12-21T13:45:34,
