material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T09:13:24,
Metallförpackningar,3,2023-12-13T13:45:35,
Pappersförpackningar,5,2023-12-30T13:33:04,2024-06-11T00:00:00
Tidningar,13,,
Plastförpackningar,16,2023-12-28T18:27:18,
Ofärgade glasförpackningar,18,2023-12-26T11:15:54,
Färgade glasförpackningar,19,2023-12-26T11:15:54,
