material,materialid,senaktivitet,nastaaktivitet
Städning,0,2024-01-08T14:24:28,
Metallförpackningar,3,2023-12-26T19:07:03,
Pappersförpackningar,5,2023-12-30T16:12:24,
Tidningar,13,,
Plastförpackningar,16,2023-12-30T07:10:17,
Ofärgade glasförpackningar,18,2023-12-26T11:45:29,
Färgade glasförpackningar,19,2023-12-26T11:45:29,
