material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-22T14:09:55,2023-12-25T00:00:00
Metallförpackningar,3,2023-12-13T18:47:14,
Pappersförpackningar,5,2023-12-23T08:21:57,2023-12-24T00:00:00
Tidningar,13,2023-12-18T08:40:14,
Plastförpackningar,16,2023-12-23T16:16:57,2023-12-26T00:00:00
Ofärgade glasförpackningar,18,2023-12-14T15:32:22,
Färgade glasförpackningar,19,2023-12-14T15:32:22,
