material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T11:23:16,
Metallförpackningar,3,2023-11-30T12:13:40,
Pappersförpackningar,5,2023-12-28T16:15:39,
Tidningar,13,,
Plastförpackningar,16,2023-12-28T16:15:39,
Ofärgade glasförpackningar,18,2023-12-06T13:22:01,
Färgade glasförpackningar,19,2023-12-06T13:22:01,
