material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T08:32:41,
Metallförpackningar,3,2023-12-21T08:13:08,
Pappersförpackningar,5,2023-12-31T08:51:59,2024-05-18T00:00:00
Tidningar,13,2023-12-19T11:28:25,
Plastförpackningar,16,2023-12-26T14:24:42,
Ofärgade glasförpackningar,18,,
Färgade glasförpackningar,19,,
