material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T13:27:30,
Metallförpackningar,3,2023-12-27T18:30:34,
Pappersförpackningar,5,2023-12-29T06:28:19,2023-12-30T00:00:00
Tidningar,13,2023-08-04T13:24:06,
Plastförpackningar,16,2023-12-29T17:16:05,2023-12-31T00:00:00
Ofärgade glasförpackningar,18,2023-12-18T13:42:56,
Färgade glasförpackningar,19,2023-12-18T13:42:56,
