material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-28T10:30:46,
Metallförpackningar,3,2023-12-13T09:18:44,2024-04-03T00:00:00
Pappersförpackningar,5,2023-12-31T06:48:33,
Tidningar,13,2023-08-10T12:29:23,
Plastförpackningar,16,2023-12-31T06:11:00,
Ofärgade glasförpackningar,18,2023-12-20T14:30:21,
Färgade glasförpackningar,19,2023-12-20T14:30:21,
