material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-11T12:18:35,2023-12-18T00:00:00
Metallförpackningar,3,2023-05-02T15:38:45,
Pappersförpackningar,5,2023-11-20T14:30:14,2023-12-18T00:00:00
Tidningar,13,2023-11-14T11:29:38,
Plastförpackningar,16,2023-11-20T14:30:14,2023-12-18T00:00:00
Ofärgade glasförpackningar,18,,
Färgade glasförpackningar,19,,
