material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-25T08:13:04,2023-12-30T00:00:00
Metallförpackningar,3,2023-10-31T11:02:29,
Pappersförpackningar,5,2023-12-26T06:55:33,2023-12-30T00:00:00
Tidningar,13,2023-11-21T12:56:12,
Plastförpackningar,16,2023-12-28T17:26:15,
Ofärgade glasförpackningar,18,2023-12-07T16:39:42,
Färgade glasförpackningar,19,2023-12-07T16:39:42,
