material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T16:17:19,
Metallförpackningar,3,2023-11-29T09:59:57,
Pappersförpackningar,5,2023-12-29T13:05:36,
Tidningar,13,2024-01-08T11:31:55,
Plastförpackningar,16,2023-12-28T12:17:34,
Ofärgade glasförpackningar,18,2023-12-06T14:09:19,
Färgade glasförpackningar,19,2023-12-06T14:09:19,
