material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-29T12:40:09,
Metallförpackningar,3,2023-12-05T14:37:19,
Pappersförpackningar,5,2023-12-31T06:39:42,
Tidningar,13,,
Plastförpackningar,16,2023-12-29T07:16:57,
Ofärgade glasförpackningar,18,2023-10-09T18:59:48,
Färgade glasförpackningar,19,2023-10-09T18:59:48,
