material,materialid,senaktivitet,nastaaktivitet
Städning,0,2023-12-30T12:29:45,
Metallförpackningar,3,2023-12-28T09:48:49,
Pappersförpackningar,5,2023-12-27T15:05:32,
Tidningar,13,2023-07-19T10:41:34,
Plastförpackningar,16,2023-12-26T16:39:24,2024-06-18T00:00:00
Ofärgade glasförpackningar,18,2023-12-01T09:52:52,
Färgade glasförpackningar,19,2023-12-01T09:52:52,
